cpf,sexo,curso,salario_5_anos,estado,cidade,trabalha_na_area,tipo_empresa
1172,Masculino,Direito,4057.59,PE,Limoeiro,Sim,Privada
1173,Masculino,Engenharia Civil,1865.93,PE,Caruaru,Não,Privada
1174,Masculino,Direito,4936.11,AL,Vitória,Sim,Pública
1175,Masculino,Direito,3776.84,AL,Caruaru,Não,Pública
1176,Masculino,Engenharia Civil,4255.59,PB,Olinda,Não,Pública
1177,Masculino,Engenharia Civil,3239.07,PB,Vitória,Sim,Privada
1178,Feminino,Direito,1362.08,AL,Limoeiro,Não,Empreendedor
1179,Masculino,Engenharia Civil,2970.28,PB,Recife,Não,Pública
1180,Masculino,Administração,4615.81,CE,Limoeiro,Não,Pública
1181,Feminino,Engenharia Civil,5892.35,RN,Caruaru,Não,Pública
1182,Feminino,Engenharia Civil,3838.75,AL,Olinda,Não,Empreendedor
1183,Feminino,Direito,2676.38,AL,Limoeiro,Não,Pública
1184,Feminino,Administração,4142.84,PE,Recife,Sim,Empreendedor
1185,Feminino,Enfermagem,4507.87,PB,Recife,Não,Pública
1186,Feminino,Enfermagem,3659.3,AL,Olinda,Não,Privada
1187,Feminino,Pedagogia,3585.46,AL,Vitória,Não,Empreendedor
1188,Masculino,Engenharia Civil,3756.33,CE,Limoeiro,Sim,Privada
1189,Masculino,Engenharia Civil,3552.26,PB,Limoeiro,Sim,Pública
1190,Feminino,Administração,3857.34,RN,Recife,Sim,Privada
1191,Masculino,Enfermagem,5693.08,CE,Caruaru,Não,Empreendedor
1192,Masculino,Pedagogia,1060.04,RN,Limoeiro,Sim,Pública
1193,Masculino,Administração,3213.85,PE,Recife,Sim,Privada
1194,Feminino,Engenharia Civil,2381.18,AL,Caruaru,Sim,Empreendedor
1195,Feminino,Enfermagem,4916.96,CE,Vitória,Não,Empreendedor
1196,Masculino,Pedagogia,3330.94,RN,Vitória,Sim,Empreendedor
1197,Feminino,Direito,4171.65,PB,Recife,Sim,Privada
1198,Masculino,Enfermagem,5212.77,PE,Recife,Não,Empreendedor
1199,Masculino,Pedagogia,2202.79,PE,Vitória,Não,Pública
1200,Masculino,Administração,2866.98,AL,Recife,Sim,Pública
1201,Masculino,Direito,5088.9,AL,Olinda,Não,Empreendedor
1202,Feminino,Pedagogia,2154.72,RN,Limoeiro,Sim,Empreendedor
1203,Feminino,Pedagogia,2907.46,RN,Olinda,Não,Pública
1204,Feminino,Engenharia Civil,1579.57,PE,Caruaru,Sim,Pública
1205,Masculino,Enfermagem,5136.04,RN,Recife,Não,Empreendedor
1206,Feminino,Engenharia Civil,2802.5,AL,Recife,Não,Pública
1207,Masculino,Direito,3921.39,PE,Caruaru,Não,Empreendedor
1208,Feminino,Pedagogia,4311.18,PE,Limoeiro,Sim,Privada
1209,Masculino,Engenharia Civil,2536.12,PB,Vitória,Sim,Empreendedor
1210,Masculino,Enfermagem,1215.2,PB,Olinda,Sim,Empreendedor
1211,Masculino,Direito,3236.64,RN,Limoeiro,Não,Privada
1212,Feminino,Administração,3217.01,RN,Vitória,Não,Empreendedor
1213,Feminino,Engenharia Civil,3427.4,AL,Vitória,Sim,Empreendedor
1214,Feminino,Direito,3434.02,AL,Recife,Não,Privada
1215,Feminino,Administração,2901.47,PB,Caruaru,Sim,Pública
1216,Masculino,Engenharia Civil,2854.96,PE,Recife,Sim,Pública
1217,Feminino,Direito,3857.24,CE,Caruaru,Sim,Pública
1218,Feminino,Direito,2511.37,CE,Recife,Não,Pública
1219,Masculino,Engenharia Civil,3385.61,RN,Olinda,Sim,Pública
1220,Masculino,Direito,2824.45,CE,Recife,Sim,Privada
1221,Masculino,Pedagogia,3854.73,CE,Olinda,Sim,Privada
1222,Feminino,Engenharia Civil,4830.29,PB,Limoeiro,Sim,Empreendedor
1223,Masculino,Direito,4879.25,PE,Limoeiro,Sim,Pública
1224,Masculino,Administração,5047.15,AL,Recife,Não,Privada
1225,Masculino,Administração,3099.09,PB,Limoeiro,Não,Privada
1226,Feminino,Pedagogia,3199.94,AL,Vitória,Sim,Pública
1227,Masculino,Engenharia Civil,1977.26,PB,Olinda,Sim,Privada
1228,Feminino,Direito,3088.94,PB,Caruaru,Sim,Empreendedor
1229,Feminino,Direito,3131.79,CE,Olinda,Sim,Empreendedor
1230,Masculino,Administração,2759.42,AL,Recife,Não,Pública
1231,Masculino,Pedagogia,2753.85,PB,Limoeiro,Não,Pública
1232,Feminino,Administração,1462.76,CE,Limoeiro,Sim,Pública
1233,Masculino,Administração,1889.7,RN,Vitória,Não,Empreendedor
1234,Masculino,Pedagogia,3553.45,AL,Limoeiro,Não,Privada
1235,Feminino,Engenharia Civil,3598.49,PB,Recife,Sim,Empreendedor
1236,Feminino,Direito,4079.67,RN,Recife,Sim,Pública
1237,Masculino,Engenharia Civil,3189.33,CE,Caruaru,Sim,Privada
1238,Feminino,Enfermagem,3513.99,PB,Olinda,Sim,Empreendedor
1239,Masculino,Enfermagem,5000.61,CE,Olinda,Sim,Pública
1240,Masculino,Enfermagem,3436.52,CE,Olinda,Não,Pública
1241,Masculino,Pedagogia,2741.52,CE,Caruaru,Não,Privada
1242,Feminino,Administração,2070.86,AL,Caruaru,Não,Empreendedor
1243,Masculino,Engenharia Civil,4456.98,RN,Caruaru,Não,Privada
1244,Masculino,Direito,1455.99,RN,Vitória,Sim,Privada
1245,Masculino,Enfermagem,2493.9,PE,Caruaru,Não,Empreendedor
1246,Feminino,Engenharia Civil,4002.3,PB,Limoeiro,Sim,Empreendedor
1247,Feminino,Enfermagem,1212.14,CE,Vitória,Não,Empreendedor
1248,Feminino,Enfermagem,2762.77,PB,Limoeiro,Sim,Privada
1249,Feminino,Direito,3655.0,RN,Olinda,Não,Privada
1250,Feminino,Pedagogia,3039.99,RN,Recife,Não,Empreendedor
1251,Masculino,Administração,2320.77,CE,Olinda,Não,Empreendedor
1252,Feminino,Pedagogia,2787.87,AL,Caruaru,Sim,Privada
1253,Feminino,Engenharia Civil,4480.38,CE,Recife,Sim,Empreendedor
1254,Feminino,Pedagogia,5697.65,CE,Olinda,Não,Pública
1255,Masculino,Engenharia Civil,3667.39,PE,Vitória,Sim,Empreendedor
1256,Feminino,Engenharia Civil,1114.06,AL,Caruaru,Não,Pública
1257,Feminino,Administração,4181.72,PB,Olinda,Não,Pública
1258,Masculino,Direito,3024.34,AL,Recife,Sim,Privada
1259,Feminino,Administração,2185.49,CE,Limoeiro,Sim,Privada
1260,Masculino,Pedagogia,2539.67,CE,Olinda,Não,Privada
1261,Masculino,Engenharia Civil,2590.65,CE,Vitória,Não,Empreendedor
1262,Masculino,Enfermagem,1806.98,CE,Recife,Não,Privada
1263,Masculino,Enfermagem,3424.32,CE,Olinda,Não,Empreendedor
1264,Masculino,Engenharia Civil,5693.78,AL,Limoeiro,Não,Privada
1265,Feminino,Administração,2180.97,CE,Caruaru,Não,Pública
1266,Masculino,Direito,5656.82,RN,Caruaru,Não,Privada
1267,Masculino,Administração,3749.74,RN,Caruaru,Sim,Pública
1268,Feminino,Engenharia Civil,3388.52,PE,Recife,Sim,Empreendedor
1269,Masculino,Engenharia Civil,3113.65,PB,Limoeiro,Sim,Privada
1270,Feminino,Direito,2532.63,RN,Limoeiro,Sim,Privada
1271,Feminino,Pedagogia,3850.22,PE,Olinda,Sim,Pública
1272,Feminino,Pedagogia,4126.37,AL,Caruaru,Sim,Privada
1273,Masculino,Direito,589.83,PB,Recife,Sim,Empreendedor
1274,Masculino,Pedagogia,6551.65,CE,Caruaru,Não,Pública
1275,Masculino,Enfermagem,1326.82,CE,Caruaru,Não,Empreendedor
1276,Feminino,Pedagogia,2873.21,AL,Olinda,Sim,Empreendedor
1277,Masculino,Pedagogia,430.05,PB,Olinda,Não,Pública
1278,Masculino,Pedagogia,3178.51,RN,Olinda,Sim,Empreendedor
1279,Masculino,Enfermagem,2946.24,PB,Vitória,Sim,Privada
1280,Feminino,Pedagogia,2885.97,PE,Vitória,Sim,Empreendedor
1281,Feminino,Enfermagem,3865.2,AL,Recife,Sim,Privada
1282,Masculino,Direito,3207.43,RN,Recife,Não,Pública
1283,Masculino,Administração,4146.1,PB,Olinda,Sim,Privada
1284,Masculino,Direito,2015.2,PB,Limoeiro,Sim,Empreendedor
1285,Masculino,Administração,3592.86,RN,Recife,Sim,Privada
1286,Feminino,Direito,2741.98,PE,Vitória,Não,Empreendedor
1287,Feminino,Administração,3055.59,PE,Vitória,Não,Privada
1288,Feminino,Administração,3824.42,PB,Caruaru,Sim,Pública
1289,Feminino,Engenharia Civil,2894.83,CE,Olinda,Não,Pública
1290,Masculino,Administração,3373.8,RN,Limoeiro,Sim,Privada
1291,Masculino,Administração,2114.91,PE,Olinda,Não,Pública
1292,Masculino,Engenharia Civil,4814.61,PE,Vitória,Sim,Privada
1293,Feminino,Pedagogia,4374.13,PE,Limoeiro,Sim,Empreendedor
1294,Masculino,Pedagogia,3619.98,AL,Recife,Sim,Privada
1295,Feminino,Engenharia Civil,3208.81,CE,Caruaru,Não,Empreendedor
1296,Feminino,Enfermagem,3374.75,PE,Vitória,Não,Privada
1297,Masculino,Administração,4788.83,CE,Caruaru,Sim,Empreendedor
1298,Masculino,Administração,4289.13,PB,Olinda,Não,Pública
1299,Masculino,Engenharia Civil,4809.01,PB,Limoeiro,Não,Privada
1300,Feminino,Engenharia Civil,3089.73,AL,Olinda,Sim,Pública
1301,Masculino,Enfermagem,4080.08,CE,Caruaru,Sim,Pública
1302,Feminino,Pedagogia,4926.41,RN,Vitória,Não,Empreendedor
1303,Masculino,Direito,2388.63,AL,Caruaru,Sim,Pública
1304,Feminino,Pedagogia,2313.15,PE,Vitória,Não,Empreendedor
1305,Feminino,Administração,3830.25,PB,Caruaru,Sim,Pública
1306,Masculino,Engenharia Civil,2018.07,PB,Olinda,Sim,Pública
1307,Feminino,Enfermagem,1321.01,RN,Caruaru,Sim,Privada
1308,Feminino,Pedagogia,4909.57,AL,Recife,Sim,Privada
1309,Masculino,Enfermagem,5118.68,CE,Olinda,Sim,Empreendedor
1310,Feminino,Pedagogia,2083.98,PB,Caruaru,Sim,Pública
1311,Masculino,Administração,1781.62,PE,Caruaru,Sim,Pública
1312,Feminino,Direito,2716.17,RN,Limoeiro,Sim,Privada
1313,Masculino,Enfermagem,5003.37,RN,Olinda,Não,Empreendedor
1314,Masculino,Enfermagem,3007.11,RN,Limoeiro,Não,Privada
1315,Feminino,Direito,3613.63,PE,Olinda,Não,Pública
1316,Feminino,Enfermagem,3889.91,RN,Vitória,Não,Empreendedor
1317,Feminino,Enfermagem,3708.62,CE,Olinda,Não,Pública
1318,Feminino,Pedagogia,5292.89,CE,Olinda,Não,Privada
1319,Feminino,Pedagogia,2636.13,AL,Caruaru,Não,Empreendedor
1320,Masculino,Direito,3377.35,AL,Recife,Não,Privada
1321,Feminino,Administração,3778.91,CE,Olinda,Não,Pública
1322,Masculino,Enfermagem,3441.21,PE,Limoeiro,Sim,Pública
1323,Masculino,Administração,2037.08,AL,Recife,Não,Privada
1324,Feminino,Direito,1732.96,RN,Olinda,Não,Pública
1325,Masculino,Direito,1707.83,CE,Recife,Sim,Privada
1326,Masculino,Pedagogia,4371.51,PB,Vitória,Não,Privada
1327,Masculino,Enfermagem,2515.52,PE,Recife,Sim,Empreendedor
1328,Masculino,Engenharia Civil,4063.13,PE,Vitória,Sim,Pública
1329,Feminino,Direito,3604.09,CE,Recife,Não,Pública
1330,Masculino,Enfermagem,2330.17,PB,Recife,Não,Privada
1331,Feminino,Administração,2360.12,PE,Limoeiro,Sim,Empreendedor
1332,Feminino,Pedagogia,3660.82,AL,Limoeiro,Não,Privada
1333,Masculino,Administração,3593.22,PB,Caruaru,Não,Pública
1334,Feminino,Direito,4090.44,RN,Recife,Não,Empreendedor
1335,Feminino,Direito,2950.99,AL,Vitória,Não,Empreendedor
1336,Feminino,Administração,2483.95,PB,Recife,Sim,Privada
1337,Masculino,Direito,3631.84,CE,Olinda,Sim,Privada
1338,Feminino,Enfermagem,5203.9,PE,Vitória,Não,Empreendedor
1339,Feminino,Direito,1247.99,AL,Olinda,Não,Pública
1340,Feminino,Pedagogia,2541.14,CE,Caruaru,Não,Pública
1341,Masculino,Enfermagem,4208.53,PB,Olinda,Sim,Empreendedor
1342,Feminino,Engenharia Civil,3759.78,RN,Caruaru,Não,Privada
1343,Masculino,Direito,4226.02,PE,Caruaru,Não,Privada
1344,Masculino,Direito,2984.41,PE,Caruaru,Sim,Pública
1345,Masculino,Pedagogia,1565.7,AL,Olinda,Sim,Pública
1346,Masculino,Pedagogia,5505.79,CE,Caruaru,Não,Empreendedor
1347,Masculino,Administração,4800.6,PB,Caruaru,Sim,Pública
1348,Masculino,Administração,3470.99,PB,Limoeiro,Não,Pública
1349,Feminino,Administração,2490.01,CE,Recife,Sim,Privada
1350,Masculino,Pedagogia,2911.32,PE,Caruaru,Sim,Privada
1351,Feminino,Administração,3774.9,CE,Vitória,Sim,Pública
1352,Feminino,Administração,3198.04,PB,Vitória,Sim,Privada
1353,Masculino,Engenharia Civil,3482.6,CE,Limoeiro,Sim,Privada
1354,Feminino,Administração,5432.16,PE,Olinda,Sim,Privada
1355,Feminino,Direito,4608.41,AL,Olinda,Não,Pública
1356,Feminino,Pedagogia,2095.07,PE,Olinda,Não,Privada
1357,Feminino,Enfermagem,3592.3,RN,Caruaru,Sim,Pública
1358,Masculino,Engenharia Civil,2875.56,RN,Olinda,Sim,Pública
1359,Feminino,Pedagogia,3857.53,CE,Olinda,Não,Empreendedor
1360,Masculino,Pedagogia,3424.0,PE,Recife,Não,Empreendedor
1361,Feminino,Direito,7061.24,PE,Caruaru,Sim,Empreendedor
1362,Feminino,Administração,4015.11,PB,Caruaru,Sim,Pública
1363,Masculino,Direito,3338.98,AL,Vitória,Não,Empreendedor
1364,Feminino,Administração,5711.61,PE,Vitória,Sim,Privada
1365,Feminino,Administração,3746.66,CE,Recife,Não,Empreendedor
1366,Feminino,Pedagogia,1677.53,PB,Limoeiro,Sim,Pública
1367,Masculino,Administração,3350.66,PB,Caruaru,Sim,Privada
1368,Feminino,Engenharia Civil,4236.44,CE,Vitória,Sim,Privada
1369,Masculino,Engenharia Civil,4081.44,CE,Olinda,Sim,Privada
1370,Feminino,Engenharia Civil,4706.21,PE,Caruaru,Não,Empreendedor
1371,Masculino,Pedagogia,3684.46,PE,Caruaru,Não,Empreendedor
1372,Masculino,Direito,3599.73,PB,Caruaru,Não,Empreendedor
1373,Feminino,Enfermagem,1817.03,PB,Vitória,Não,Empreendedor
1374,Feminino,Administração,5334.11,AL,Recife,Não,Privada
1375,Masculino,Enfermagem,3133.28,PB,Vitória,Não,Pública
1376,Masculino,Direito,2324.56,CE,Olinda,Sim,Empreendedor
1377,Feminino,Direito,6653.49,CE,Olinda,Sim,Pública
1378,Masculino,Pedagogia,5516.1,AL,Limoeiro,Não,Privada
1379,Feminino,Engenharia Civil,2962.7,RN,Vitória,Sim,Pública
1380,Feminino,Engenharia Civil,1243.19,RN,Vitória,Não,Pública
1381,Feminino,Direito,2637.83,CE,Limoeiro,Não,Empreendedor
1382,Feminino,Pedagogia,5394.96,RN,Limoeiro,Sim,Empreendedor
1383,Masculino,Pedagogia,3712.06,RN,Caruaru,Não,Privada
1384,Feminino,Administração,1880.68,AL,Caruaru,Sim,Empreendedor
1385,Masculino,Engenharia Civil,4440.78,PB,Olinda,Não,Pública
1386,Feminino,Direito,3248.17,PB,Recife,Não,Pública
1387,Masculino,Enfermagem,2721.56,RN,Olinda,Não,Pública
1388,Feminino,Engenharia Civil,2812.59,PE,Vitória,Sim,Pública
1389,Masculino,Administração,5067.67,AL,Recife,Sim,Empreendedor
1390,Masculino,Pedagogia,4155.96,RN,Caruaru,Sim,Privada
1391,Feminino,Direito,1716.73,PE,Limoeiro,Sim,Empreendedor
1392,Feminino,Engenharia Civil,3940.63,PE,Limoeiro,Não,Pública
1393,Feminino,Enfermagem,3629.14,AL,Olinda,Sim,Privada
1394,Feminino,Administração,2995.51,PB,Vitória,Sim,Privada
1395,Masculino,Administração,3058.78,CE,Vitória,Sim,Pública
1396,Feminino,Engenharia Civil,2461.94,PE,Limoeiro,Sim,Pública
1397,Masculino,Enfermagem,2704.97,CE,Olinda,Não,Empreendedor
1398,Masculino,Administração,3847.67,CE,Olinda,Sim,Privada
1399,Feminino,Direito,3166.92,AL,Caruaru,Não,Privada
1400,Masculino,Administração,4154.82,PB,Caruaru,Sim,Empreendedor
1401,Masculino,Enfermagem,2558.02,AL,Caruaru,Sim,Pública
1402,Masculino,Pedagogia,4348.99,PE,Recife,Sim,Privada
1403,Masculino,Pedagogia,5077.33,PB,Olinda,Sim,Empreendedor
1404,Feminino,Engenharia Civil,3491.86,RN,Olinda,Sim,Privada
1405,Feminino,Enfermagem,4124.75,PB,Caruaru,Sim,Empreendedor
1406,Feminino,Administração,4171.57,AL,Limoeiro,Sim,Privada
1407,Feminino,Administração,2897.48,AL,Caruaru,Sim,Pública
1408,Masculino,Pedagogia,4176.04,CE,Recife,Sim,Pública
1409,Masculino,Pedagogia,777.88,RN,Limoeiro,Não,Privada
1410,Feminino,Direito,300.12,PB,Olinda,Sim,Privada
1411,Feminino,Pedagogia,3104.63,RN,Recife,Sim,Privada
1412,Feminino,Direito,4260.16,CE,Recife,Sim,Empreendedor
1413,Masculino,Administração,3397.94,RN,Limoeiro,Não,Pública
1414,Feminino,Direito,4395.05,RN,Caruaru,Não,Empreendedor
1415,Feminino,Direito,2057.92,PB,Caruaru,Sim,Pública
1416,Feminino,Engenharia Civil,4559.41,RN,Vitória,Sim,Pública
1417,Masculino,Pedagogia,5454.58,CE,Limoeiro,Não,Empreendedor
1418,Masculino,Direito,2664.31,PE,Caruaru,Não,Pública
1419,Masculino,Administração,4425.2,PE,Recife,Sim,Pública
1420,Masculino,Enfermagem,3527.38,AL,Caruaru,Não,Privada
1421,Masculino,Direito,4030.21,PE,Caruaru,Sim,Empreendedor
1422,Masculino,Pedagogia,5452.17,PB,Recife,Não,Empreendedor
1423,Masculino,Engenharia Civil,3892.76,AL,Limoeiro,Sim,Pública
1424,Masculino,Administração,4417.33,PE,Vitória,Sim,Empreendedor
1425,Feminino,Engenharia Civil,1984.35,PE,Caruaru,Sim,Pública
1426,Feminino,Enfermagem,4380.37,AL,Caruaru,Sim,Pública
1427,Masculino,Direito,5432.01,PB,Caruaru,Sim,Empreendedor
1428,Masculino,Direito,2391.8,AL,Limoeiro,Não,Pública
1429,Feminino,Pedagogia,3112.37,PB,Recife,Sim,Privada
1430,Masculino,Direito,4323.35,PB,Recife,Não,Empreendedor
1431,Masculino,Administração,4037.34,CE,Recife,Não,Empreendedor
1432,Masculino,Enfermagem,1868.33,PE,Recife,Não,Pública
1433,Feminino,Engenharia Civil,3697.89,PE,Recife,Não,Empreendedor
1434,Feminino,Enfermagem,3100.78,RN,Recife,Sim,Empreendedor
1435,Feminino,Direito,2337.61,AL,Caruaru,Não,Privada
1436,Feminino,Engenharia Civil,5128.07,CE,Caruaru,Não,Privada
1437,Feminino,Pedagogia,3506.55,PE,Recife,Não,Empreendedor
1438,Masculino,Enfermagem,4679.66,RN,Recife,Sim,Pública
1439,Feminino,Engenharia Civil,2091.9,CE,Limoeiro,Sim,Privada
1440,Masculino,Engenharia Civil,4206.73,PB,Limoeiro,Não,Privada
1441,Masculino,Engenharia Civil,4774.03,PE,Olinda,Não,Privada
1442,Feminino,Administração,3209.42,AL,Caruaru,Sim,Pública
1443,Feminino,Enfermagem,2903.38,CE,Recife,Não,Empreendedor
1444,Masculino,Engenharia Civil,1934.87,RN,Caruaru,Sim,Empreendedor
1445,Masculino,Enfermagem,2458.34,AL,Olinda,Não,Privada
1446,Masculino,Engenharia Civil,2956.84,PB,Limoeiro,Não,Empreendedor
1447,Feminino,Pedagogia,2328.91,AL,Olinda,Sim,Privada
1448,Feminino,Pedagogia,2578.46,RN,Vitória,Sim,Privada
1449,Feminino,Pedagogia,3689.72,PB,Limoeiro,Não,Pública
1450,Feminino,Direito,3833.35,RN,Caruaru,Sim,Pública
1451,Feminino,Engenharia Civil,4809.01,PE,Limoeiro,Não,Privada
1452,Masculino,Direito,2585.87,RN,Olinda,Sim,Pública
1453,Feminino,Enfermagem,3527.82,AL,Recife,Sim,Pública
1454,Masculino,Direito,2998.76,PE,Olinda,Sim,Pública
1455,Masculino,Enfermagem,2913.96,PE,Olinda,Não,Empreendedor
1456,Masculino,Enfermagem,3120.63,CE,Recife,Não,Empreendedor
1457,Feminino,Enfermagem,3264.59,AL,Caruaru,Não,Pública
1458,Feminino,Direito,3800.48,AL,Caruaru,Sim,Empreendedor
1459,Feminino,Engenharia Civil,3103.57,PB,Limoeiro,Não,Privada
1460,Masculino,Direito,4972.8,RN,Olinda,Sim,Privada
1461,Masculino,Engenharia Civil,1454.72,RN,Limoeiro,Sim,Pública
1462,Masculino,Engenharia Civil,4764.74,AL,Recife,Sim,Pública
1463,Masculino,Enfermagem,3057.8,RN,Vitória,Sim,Empreendedor
1464,Masculino,Direito,3273.4,AL,Caruaru,Não,Pública
1465,Masculino,Engenharia Civil,3488.46,PE,Recife,Não,Pública
1466,Feminino,Pedagogia,4346.77,RN,Caruaru,Não,Privada
1467,Feminino,Engenharia Civil,2443.65,RN,Limoeiro,Sim,Privada
1468,Feminino,Pedagogia,2711.77,AL,Vitória,Não,Empreendedor
1469,Feminino,Direito,4100.67,AL,Olinda,Sim,Empreendedor
1470,Masculino,Direito,1462.19,PB,Caruaru,Não,Empreendedor
1471,Masculino,Direito,3459.0,RN,Olinda,Não,Pública
1472,Feminino,Engenharia Civil,2542.72,CE,Limoeiro,Não,Pública
1473,Masculino,Administração,2290.12,AL,Caruaru,Não,Pública
1474,Feminino,Engenharia Civil,1533.84,CE,Limoeiro,Não,Pública
1475,Feminino,Engenharia Civil,4426.76,PE,Olinda,Não,Privada
1476,Feminino,Enfermagem,3690.59,PE,Limoeiro,Sim,Empreendedor
1477,Masculino,Enfermagem,2693.26,CE,Limoeiro,Sim,Empreendedor
1478,Feminino,Engenharia Civil,3302.53,PE,Limoeiro,Sim,Privada
1479,Feminino,Pedagogia,2188.54,CE,Recife,Não,Privada
1480,Feminino,Enfermagem,2856.58,PB,Recife,Sim,Pública
1481,Masculino,Engenharia Civil,3261.98,PB,Caruaru,Não,Empreendedor
1482,Masculino,Administração,3576.74,PE,Limoeiro,Sim,Empreendedor
1483,Feminino,Pedagogia,3970.48,CE,Limoeiro,Não,Privada
1484,Masculino,Direito,1332.98,CE,Limoeiro,Não,Empreendedor
1485,Masculino,Engenharia Civil,3974.21,CE,Recife,Sim,Privada
1486,Masculino,Engenharia Civil,1429.4,PE,Olinda,Não,Empreendedor
1487,Masculino,Pedagogia,4017.84,CE,Limoeiro,Não,Privada
1488,Masculino,Enfermagem,3244.03,AL,Vitória,Sim,Pública
1489,Masculino,Enfermagem,4809.75,CE,Caruaru,Sim,Empreendedor
1490,Masculino,Enfermagem,2690.63,AL,Recife,Sim,Pública
1491,Masculino,Direito,4437.01,PB,Olinda,Sim,Privada
1492,Masculino,Pedagogia,2099.13,AL,Vitória,Sim,Empreendedor
1493,Masculino,Pedagogia,3627.07,PB,Limoeiro,Não,Empreendedor
1494,Feminino,Enfermagem,1054.4,PE,Recife,Não,Pública
1495,Feminino,Enfermagem,4559.68,PB,Limoeiro,Sim,Pública
1496,Masculino,Administração,5572.25,PB,Caruaru,Não,Privada
1497,Feminino,Administração,2662.13,CE,Recife,Sim,Pública
1498,Feminino,Engenharia Civil,3647.16,RN,Vitória,Não,Empreendedor
1499,Masculino,Engenharia Civil,4032.61,PB,Olinda,Não,Empreendedor
1500,Masculino,Pedagogia,1639.69,AL,Olinda,Não,Empreendedor
1501,Masculino,Pedagogia,2601.07,PE,Caruaru,Sim,Empreendedor
1502,Feminino,Direito,2526.79,AL,Olinda,Não,Pública
1503,Feminino,Direito,6388.48,PE,Olinda,Sim,Pública
1504,Masculino,Administração,4754.96,AL,Caruaru,Sim,Privada
1505,Masculino,Engenharia Civil,3239.5,PB,Vitória,Sim,Pública
1506,Masculino,Administração,4434.85,RN,Recife,Não,Privada
1507,Feminino,Administração,3753.5,PB,Recife,Não,Pública
1508,Feminino,Engenharia Civil,4211.64,CE,Caruaru,Não,Pública
1509,Feminino,Direito,2235.78,AL,Limoeiro,Sim,Empreendedor
1510,Feminino,Engenharia Civil,5148.05,RN,Caruaru,Sim,Pública
1511,Masculino,Enfermagem,2578.71,AL,Caruaru,Sim,Privada
1512,Masculino,Enfermagem,2640.83,CE,Caruaru,Sim,Empreendedor
1513,Masculino,Enfermagem,4208.27,CE,Caruaru,Sim,Pública
1514,Masculino,Pedagogia,3914.91,CE,Olinda,Sim,Empreendedor
1515,Feminino,Direito,3527.79,PB,Olinda,Não,Empreendedor
1516,Feminino,Direito,4507.52,PB,Vitória,Sim,Empreendedor
1517,Masculino,Pedagogia,2106.73,RN,Caruaru,Não,Privada
1518,Masculino,Administração,5713.22,CE,Recife,Sim,Privada
1519,Feminino,Enfermagem,2899.21,PB,Limoeiro,Sim,Pública
1520,Masculino,Enfermagem,3393.91,PE,Olinda,Não,Empreendedor
1521,Feminino,Administração,5731.79,PE,Recife,Não,Pública
1522,Masculino,Engenharia Civil,2648.67,PB,Olinda,Não,Privada
1523,Masculino,Engenharia Civil,4727.65,RN,Vitória,Não,Empreendedor
1524,Masculino,Direito,3242.81,AL,Limoeiro,Não,Privada
1525,Masculino,Pedagogia,2489.8,CE,Olinda,Não,Empreendedor
1526,Masculino,Direito,3039.51,PB,Limoeiro,Não,Empreendedor
1527,Masculino,Engenharia Civil,4179.54,RN,Limoeiro,Sim,Empreendedor
1528,Masculino,Administração,4717.12,AL,Recife,Sim,Pública
1529,Feminino,Direito,3770.73,RN,Olinda,Sim,Privada
1530,Feminino,Enfermagem,1582.47,AL,Limoeiro,Sim,Privada
1531,Feminino,Enfermagem,4262.64,PE,Caruaru,Não,Privada
1532,Feminino,Administração,3329.44,AL,Limoeiro,Não,Empreendedor
1533,Feminino,Engenharia Civil,2177.02,PE,Limoeiro,Sim,Pública
1534,Masculino,Enfermagem,3915.67,CE,Olinda,Não,Pública
1535,Masculino,Enfermagem,4860.61,PB,Caruaru,Sim,Pública
1536,Feminino,Pedagogia,3508.06,PE,Limoeiro,Não,Pública
1537,Masculino,Direito,4608.0,RN,Olinda,Sim,Empreendedor
1538,Feminino,Engenharia Civil,4054.88,AL,Olinda,Sim,Empreendedor
1539,Feminino,Direito,4070.37,RN,Limoeiro,Sim,Pública
1540,Masculino,Engenharia Civil,3133.42,PE,Vitória,Não,Pública
1541,Masculino,Enfermagem,4482.44,RN,Vitória,Sim,Privada
1542,Masculino,Pedagogia,4597.01,AL,Recife,Sim,Empreendedor
1543,Feminino,Direito,4451.2,PB,Vitória,Sim,Pública
1544,Masculino,Enfermagem,3123.46,RN,Vitória,Não,Empreendedor
1545,Feminino,Engenharia Civil,4682.1,CE,Olinda,Sim,Privada
1546,Feminino,Direito,3963.58,AL,Olinda,Não,Pública
1547,Feminino,Direito,2333.21,AL,Limoeiro,Não,Empreendedor
1548,Masculino,Enfermagem,3042.21,CE,Limoeiro,Sim,Empreendedor
1549,Masculino,Direito,2863.51,PE,Olinda,Não,Empreendedor
1550,Feminino,Pedagogia,1114.52,CE,Limoeiro,Não,Empreendedor
1551,Masculino,Pedagogia,4704.1,PE,Olinda,Não,Empreendedor
1552,Masculino,Enfermagem,7221.42,PB,Vitória,Não,Empreendedor
1553,Masculino,Engenharia Civil,4950.02,PE,Limoeiro,Sim,Privada
1554,Feminino,Enfermagem,3695.43,PB,Vitória,Não,Empreendedor
1555,Feminino,Pedagogia,2881.02,PB,Recife,Sim,Privada
1556,Masculino,Administração,2389.9,CE,Limoeiro,Não,Privada
